발표일자,예보지점 X 좌표,예보지점 Y 좌표,자료구분코드,실황 값
2024-05-12,63,89,VVV,-0.1
2024-05-12,63,89,RN1,0
2024-05-12,63,89,VEC,273
2024-05-12,63,89,UUU,3.6
2024-05-12,63,89,T1H,21.3
2024-05-12,63,89,REH,43
2024-05-12,63,89,PTY,0
2024-05-12,58,83,RN1,0
2024-05-12,58,83,T1H,20.4
2024-05-12,59,88,WSD,4.9
2024-05-12,59,88,VVV,-1.9
2024-05-12,59,88,VEC,294
2024-05-12,59,88,UUU,4.5
2024-05-12,59,88,T1H,20.5
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,45
2024-05-12,59,88,PTY,0
2024-05-12,56,92,WSD,6.1
2024-05-12,56,92,VVV,-1.3
2024-05-12,56,92,VEC,283
2024-05-12,56,92,UUU,5.9
2024-05-12,56,92,T1H,19.1
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,62
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,4
2024-05-12,58,83,VVV,-3.7
2024-05-12,58,83,VEC,341
2024-05-12,58,83,UUU,1.3
2024-05-12,52,85,T1H,18.5
2024-05-12,52,85,UUU,2.8
2024-05-12,52,85,VEC,274
2024-05-12,52,85,VVV,-0.1
2024-05-12,52,85,WSD,2.8
2024-05-12,52,85,REH,62
2024-05-12,52,85,PTY,0
2024-05-12,52,85,RN1,0
2024-05-12,59,88,VVV,-1.8
2024-05-12,59,88,WSD,5.3
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,53
2024-05-12,59,88,VEC,291
2024-05-12,59,88,UUU,4.9
2024-05-12,59,88,T1H,20
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,47
2024-05-12,59,88,PTY,0
2024-05-12,56,87,RN1,0
2024-05-12,56,87,T1H,19.1
2024-05-12,56,87,UUU,2.9
2024-05-12,56,87,VEC,294
2024-05-12,56,87,VVV,-1.2
2024-05-12,56,87,WSD,3.2
2024-05-12,63,89,VVV,0.4
2024-05-12,63,89,VEC,264
2024-05-12,63,89,UUU,4.1
2024-05-12,63,89,T1H,21.4
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,42
2024-05-12,58,83,PTY,0
2024-05-12,58,83,REH,45
2024-05-12,58,83,RN1,0
2024-05-12,58,83,T1H,20.4
2024-05-12,58,83,UUU,1.7
2024-05-12,58,83,VEC,335
2024-05-12,58,83,VVV,-3.6
2024-05-12,63,89,WSD,4.1
2024-05-12,60,91,PTY,0
2024-05-12,63,90,WSD,4.1
2024-05-12,60,91,RN1,0
2024-05-12,60,91,T1H,20.9
2024-05-12,60,91,UUU,5.1
2024-05-12,60,91,VEC,254
2024-05-12,60,91,VVV,1.5
2024-05-12,60,91,WSD,5.3
2024-05-12,63,90,REH,42
2024-05-12,63,90,RN1,0
2024-05-12,63,90,T1H,21.4
2024-05-12,63,90,PTY,0
2024-05-12,63,90,UUU,4.1
2024-05-12,63,90,VEC,264
2024-05-12,58,83,WSD,4.1
2024-05-12,63,90,VVV,0.4
2024-05-12,63,89,PTY,0
2024-05-12,60,91,REH,38
2024-05-12,56,92,WSD,5.6
2024-05-12,56,92,VVV,-0.1
2024-05-12,56,92,VEC,272
2024-05-12,56,92,UUU,5.6
2024-05-12,56,92,T1H,19.3
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,59
2024-05-12,56,92,PTY,0
2024-05-12,52,85,WSD,2.9
2024-05-12,52,85,VVV,-2
2024-05-12,52,85,VEC,316
2024-05-12,52,85,UUU,2
2024-05-12,56,87,WSD,3.2
2024-05-12,52,85,T1H,17.7
2024-05-12,52,85,PTY,0
2024-05-12,52,85,REH,66
2024-05-12,52,85,RN1,0
2024-05-12,56,87,VVV,-1.8
2024-05-12,56,87,VEC,306
2024-05-12,56,87,UUU,2.6
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,59
2024-05-12,56,87,T1H,18.1
2024-05-12,56,87,RN1,0
2024-05-12,59,88,T1H,19.6
2024-05-12,59,88,WSD,4.6
2024-05-12,59,88,VVV,-0.6
2024-05-12,59,88,VEC,279
2024-05-12,59,88,PTY,0
2024-05-12,59,88,REH,59
2024-05-12,59,88,UUU,4.5
2024-05-12,59,88,RN1,0
2024-05-12,58,83,VEC,335
2024-05-12,63,90,VVV,0
2024-05-12,63,90,VEC,272
2024-05-12,63,90,UUU,3.1
2024-05-12,63,90,T1H,21.5
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,40
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,4.2
2024-05-12,60,91,VVV,0.3
2024-05-12,60,91,VEC,266
2024-05-12,60,91,UUU,4.2
2024-05-12,60,91,T1H,20.7
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,35
2024-05-12,60,91,PTY,0
2024-05-12,63,89,WSD,3.1
2024-05-12,63,89,VVV,0
2024-05-12,63,89,VEC,272
2024-05-12,63,89,UUU,3.1
2024-05-12,63,89,T1H,21.5
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,40
2024-05-12,63,89,PTY,0
2024-05-12,63,90,WSD,3.1
2024-05-12,58,83,PTY,0
2024-05-12,56,92,WSD,5.3
2024-05-12,56,92,VVV,-1.2
2024-05-12,56,92,VEC,284
2024-05-12,56,92,UUU,5.1
2024-05-12,56,92,T1H,18.7
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,56
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,4.3
2024-05-12,58,83,VVV,-3.8
2024-05-12,58,83,UUU,1.8
2024-05-12,58,83,T1H,20.7
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,49
2024-05-12,52,85,RN1,0
2024-05-12,52,85,REH,65
2024-05-12,52,85,PTY,0
2024-05-12,56,87,WSD,3.8
2024-05-12,56,87,VVV,-1.8
2024-05-12,56,87,VEC,300
2024-05-12,56,87,UUU,3.3
2024-05-12,56,87,T1H,18.1
2024-05-12,56,87,RN1,0
2024-05-12,56,87,REH,61
2024-05-12,56,87,PTY,0
2024-05-12,52,85,T1H,17.7
2024-05-12,52,85,UUU,2
2024-05-12,52,85,VEC,316
2024-05-12,52,85,VVV,-2
2024-05-12,52,85,WSD,2.9
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,48
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2.6
2024-05-12,63,90,VVV,0
2024-05-12,63,90,VEC,272
2024-05-12,63,90,UUU,2.6
2024-05-12,63,90,T1H,21.5
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,42
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,4.3
2024-05-12,60,91,VVV,0.3
2024-05-12,60,91,VEC,266
2024-05-12,60,91,UUU,4.3
2024-05-12,60,91,T1H,20.7
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,40
2024-05-12,60,91,PTY,0
2024-05-12,63,89,WSD,2.6
2024-05-12,63,89,VVV,0
2024-05-12,63,89,VEC,272
2024-05-12,63,89,UUU,2.6
2024-05-12,63,89,T1H,21.5
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,42
2024-05-12,63,89,PTY,0
2024-05-12,58,83,T1H,20.7
2024-05-12,58,83,UUU,1.3
2024-05-12,58,83,VEC,342
2024-05-12,59,88,WSD,4.5
2024-05-12,59,88,VVV,-0.6
2024-05-12,59,88,VEC,279
2024-05-12,59,88,UUU,4.4
2024-05-12,59,88,T1H,19.6
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,65
2024-05-12,59,88,PTY,0
2024-05-12,56,92,WSD,5.2
2024-05-12,56,92,VVV,-1.2
2024-05-12,56,92,VEC,285
2024-05-12,56,92,UUU,5
2024-05-12,56,92,T1H,18.7
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,53
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,4.1
2024-05-12,58,83,VVV,-3.8
2024-05-12,52,85,VVV,-1.9
2024-05-12,52,85,VEC,306
2024-05-12,52,85,UUU,2.8
2024-05-12,52,85,T1H,17.2
2024-05-12,52,85,RN1,0
2024-05-12,52,85,REH,72
2024-05-12,52,85,PTY,0
2024-05-12,56,87,WSD,3.3
2024-05-12,56,87,VVV,-1.4
2024-05-12,56,87,VEC,297
2024-05-12,56,87,UUU,2.9
2024-05-12,56,87,T1H,18.2
2024-05-12,52,85,WSD,3.4
2024-05-12,56,87,REH,63
2024-05-12,56,87,PTY,0
2024-05-12,59,88,WSD,4.1
2024-05-12,59,88,VVV,0
2024-05-12,59,88,VEC,270
2024-05-12,59,88,UUU,4.1
2024-05-12,59,88,T1H,19.1
2024-05-12,59,88,RN1,0
2024-05-12,56,87,RN1,0
2024-05-12,56,92,UUU,5.1
2024-05-12,59,88,REH,65
2024-05-12,56,92,WSD,5.2
2024-05-12,56,92,VVV,-0.9
2024-05-12,56,92,VEC,281
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,4.6
2024-05-12,58,83,VVV,-4.3
2024-05-12,58,83,VEC,345
2024-05-12,58,83,UUU,1.2
2024-05-12,58,83,T1H,21.1
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,39
2024-05-12,56,92,RN1,0
2024-05-12,56,92,T1H,18.2
2024-05-12,59,88,PTY,0
2024-05-12,56,92,REH,53
2024-05-12,60,91,VEC,253
2024-05-12,60,91,VVV,1.1
2024-05-12,63,89,PTY,0
2024-05-12,63,89,REH,40
2024-05-12,63,89,RN1,0
2024-05-12,63,89,T1H,21.4
2024-05-12,63,89,UUU,2.4
2024-05-12,63,89,VEC,277
2024-05-12,63,89,VVV,-0.2
2024-05-12,63,89,WSD,2.4
2024-05-12,60,91,PTY,0
2024-05-12,60,91,REH,39
2024-05-12,60,91,RN1,0
2024-05-12,60,91,WSD,3.8
2024-05-12,60,91,UUU,3.6
2024-05-12,58,83,PTY,0
2024-05-12,60,91,T1H,20.8
2024-05-12,63,90,WSD,2.4
2024-05-12,63,90,VVV,-0.2
2024-05-12,63,90,VEC,277
2024-05-12,63,90,UUU,2.4
2024-05-12,63,90,T1H,21.4
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,40
2024-05-12,63,90,PTY,0
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,60
2024-05-12,56,87,RN1,0
2024-05-12,56,87,T1H,18.4
2024-05-12,56,87,UUU,2.5
2024-05-12,56,87,VEC,297
2024-05-12,56,87,VVV,-1.2
2024-05-12,56,87,WSD,2.8
2024-05-12,52,85,PTY,0
2024-05-12,52,85,REH,72
2024-05-12,52,85,RN1,0
2024-05-12,52,85,T1H,16.5
2024-05-12,52,85,UUU,2.8
2024-05-12,52,85,VEC,306
2024-05-12,52,85,VVV,-1.9
2024-05-12,52,85,WSD,3.4
2024-05-12,58,83,VEC,347
2024-05-12,58,83,UUU,1
2024-05-12,58,83,T1H,21.3
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,33
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2.2
2024-05-12,63,90,VVV,0
2024-05-12,63,90,VEC,270
2024-05-12,63,90,UUU,2.2
2024-05-12,63,90,T1H,21.1
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,42
2024-05-12,63,90,PTY,0
2024-05-12,58,83,VVV,-4.2
2024-05-12,58,83,WSD,4.4
2024-05-12,56,92,PTY,0
2024-05-12,59,88,WSD,4.1
2024-05-12,59,88,VVV,0
2024-05-12,59,88,VEC,270
2024-05-12,59,88,UUU,4.1
2024-05-12,59,88,T1H,19.3
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,65
2024-05-12,59,88,PTY,0
2024-05-12,56,92,WSD,4.9
2024-05-12,56,92,VVV,-0.5
2024-05-12,56,92,VEC,277
2024-05-12,56,92,UUU,4.9
2024-05-12,56,92,T1H,18.1
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,52
2024-05-12,60,91,WSD,4.4
2024-05-12,60,91,VVV,2.1
2024-05-12,60,91,VEC,242
2024-05-12,60,91,UUU,3.9
2024-05-12,60,91,T1H,20.5
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,37
2024-05-12,60,91,PTY,0
2024-05-12,63,89,VVV,0
2024-05-12,63,89,VEC,270
2024-05-12,63,89,UUU,2.2
2024-05-12,63,89,PTY,0
2024-05-12,63,89,WSD,2.2
2024-05-12,63,89,REH,42
2024-05-12,63,89,RN1,0
2024-05-12,63,89,T1H,21.1
2024-05-12,52,85,WSD,2.5
2024-05-12,52,85,VVV,-0.4
2024-05-12,52,85,VEC,281
2024-05-12,52,85,UUU,2.5
2024-05-12,52,85,T1H,17.6
2024-05-12,52,85,RN1,0
2024-05-12,52,85,REH,69
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,61
2024-05-12,56,87,RN1,0
2024-05-12,56,87,T1H,18.2
2024-05-12,56,87,UUU,3
2024-05-12,56,87,VEC,293
2024-05-12,56,87,VVV,-1.2
2024-05-12,56,87,WSD,3.3
2024-05-12,52,85,PTY,0
2024-05-12,58,83,T1H,21.6
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,39
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2.2
2024-05-12,63,90,VVV,-1.6
2024-05-12,63,90,VEC,321
2024-05-12,63,90,UUU,1.4
2024-05-12,63,90,T1H,21.9
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,46
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,3.6
2024-05-12,60,91,VVV,1.3
2024-05-12,60,91,VEC,249
2024-05-12,60,91,UUU,3.4
2024-05-12,60,91,T1H,20.6
2024-05-12,58,83,UUU,0.8
2024-05-12,58,83,VEC,347
2024-05-12,59,88,WSD,4.8
2024-05-12,59,88,VVV,-0.2
2024-05-12,59,88,VEC,274
2024-05-12,59,88,UUU,4.8
2024-05-12,59,88,T1H,19
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,65
2024-05-12,59,88,PTY,0
2024-05-12,56,92,WSD,4.8
2024-05-12,56,92,VVV,-0.2
2024-05-12,56,92,REH,55
2024-05-12,58,83,VVV,-3.4
2024-05-12,58,83,WSD,3.6
2024-05-12,56,92,PTY,0
2024-05-12,56,92,RN1,0
2024-05-12,56,92,T1H,18
2024-05-12,56,92,UUU,4.8
2024-05-12,56,92,VEC,274
2024-05-12,63,89,PTY,0
2024-05-12,63,89,REH,46
2024-05-12,63,89,RN1,0
2024-05-12,63,89,T1H,21.9
2024-05-12,63,89,UUU,1.4
2024-05-12,63,89,VEC,321
2024-05-12,63,89,VVV,-1.6
2024-05-12,63,89,WSD,2.2
2024-05-12,60,91,REH,41
2024-05-12,60,91,RN1,0
2024-05-12,60,91,PTY,0
2024-05-12,56,87,VVV,-1.3
2024-05-12,56,87,WSD,3.2
2024-05-12,52,85,REH,65
2024-05-12,52,85,WSD,2.7
2024-05-12,52,85,VVV,-1.4
2024-05-12,52,85,VEC,304
2024-05-12,52,85,UUU,2.2
2024-05-12,52,85,T1H,17
2024-05-12,52,85,PTY,0
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,59
2024-05-12,56,87,RN1,0
2024-05-12,52,85,RN1,0
2024-05-12,56,87,UUU,2.9
2024-05-12,56,87,VEC,296
2024-05-12,56,87,T1H,18.1
2024-05-12,58,83,T1H,21.4
2024-05-12,58,83,WSD,3.7
2024-05-12,58,83,VVV,-3.2
2024-05-12,58,83,VEC,334
2024-05-12,58,83,UUU,1.6
2024-05-12,63,89,VVV,-0.2
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,37
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2.1
2024-05-12,63,90,VVV,-0.2
2024-05-12,63,90,VEC,278
2024-05-12,63,90,UUU,2.1
2024-05-12,63,90,T1H,21
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,43
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,3
2024-05-12,60,91,VVV,0
2024-05-12,60,91,VEC,270
2024-05-12,60,91,UUU,3
2024-05-12,60,91,T1H,20.9
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,41
2024-05-12,60,91,PTY,0
2024-05-12,56,92,PTY,0
2024-05-12,56,92,REH,56
2024-05-12,63,89,PTY,0
2024-05-12,63,89,REH,43
2024-05-12,63,89,RN1,0
2024-05-12,63,89,T1H,21
2024-05-12,63,89,UUU,2.1
2024-05-12,63,89,VEC,278
2024-05-12,59,88,WSD,3.8
2024-05-12,59,88,VVV,0.3
2024-05-12,59,88,VEC,265
2024-05-12,59,88,UUU,3.8
2024-05-12,59,88,T1H,19.1
2024-05-12,59,88,RN1,0
2024-05-12,59,88,REH,67
2024-05-12,59,88,PTY,0
2024-05-12,56,92,WSD,5.5
2024-05-12,56,92,VVV,1.2
2024-05-12,56,92,VEC,257
2024-05-12,56,92,UUU,5.4
2024-05-12,56,92,T1H,18.1
2024-05-12,56,92,RN1,0
2024-05-12,63,89,WSD,2.1
2024-05-12,52,85,WSD,2.6
2024-05-12,52,85,VVV,-1.7
2024-05-12,52,85,VEC,313
2024-05-12,52,85,UUU,1.9
2024-05-12,52,85,T1H,17.5
2024-05-12,52,85,RN1,0
2024-05-12,52,85,REH,67
2024-05-12,52,85,PTY,0
2024-05-12,56,87,WSD,3.1
2024-05-12,56,87,VVV,-0.3
2024-05-12,56,87,VEC,277
2024-05-12,56,87,UUU,3.1
2024-05-12,56,87,T1H,17.8
2024-05-12,56,87,RN1,0
2024-05-12,56,87,REH,57
2024-05-12,56,87,PTY,0
2024-05-12,59,88,UUU,3.7
2024-05-12,59,88,T1H,19.3
2024-05-12,59,88,REH,59
2024-05-12,59,88,VEC,275
2024-05-12,59,88,VVV,-0.2
2024-05-12,59,88,WSD,3.7
2024-05-12,59,88,PTY,0
2024-05-12,59,88,RN1,0
2024-05-12,56,92,VEC,262
2024-05-12,56,92,WSD,4.9
2024-05-12,56,92,UUU,4.9
2024-05-12,56,92,T1H,18.3
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,53
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,3.8
2024-05-12,58,83,VEC,351
2024-05-12,56,92,VVV,0.7
2024-05-12,58,83,UUU,0.6
2024-05-12,58,83,T1H,21.8
2024-05-12,58,83,RN1,0
2024-05-12,58,83,VVV,-3.7
2024-05-12,60,91,RN1,0
2024-05-12,60,91,T1H,21
2024-05-12,60,91,UUU,2.3
2024-05-12,60,91,VEC,293
2024-05-12,60,91,VVV,-0.9
2024-05-12,60,91,WSD,2.5
2024-05-12,63,90,PTY,0
2024-05-12,63,90,T1H,20.6
2024-05-12,60,91,REH,35
2024-05-12,60,91,PTY,0
2024-05-12,63,89,WSD,1.8
2024-05-12,63,89,VVV,-0.9
2024-05-12,63,89,VEC,304
2024-05-12,63,89,UUU,1.5
2024-05-12,63,89,T1H,20.6
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,43
2024-05-12,63,89,PTY,0
2024-05-12,63,90,REH,43
2024-05-12,63,90,RN1,0
2024-05-12,63,90,UUU,1.5
2024-05-12,63,90,VEC,304
2024-05-12,63,90,VVV,-0.9
2024-05-12,63,90,WSD,1.8
2024-05-12,58,83,PTY,0
2024-05-12,58,83,REH,41
2024-05-12,52,85,PTY,0
2024-05-12,52,85,REH,66
2024-05-12,52,85,RN1,0
2024-05-12,52,85,T1H,17.3
2024-05-12,52,85,UUU,1.6
2024-05-12,52,85,VEC,313
2024-05-12,52,85,VVV,-1.4
2024-05-12,52,85,WSD,2.2
2024-05-12,56,87,PTY,0
2024-05-12,56,87,REH,56
2024-05-12,56,87,RN1,0
2024-05-12,56,87,T1H,17.7
2024-05-12,56,87,UUU,3.2
2024-05-12,56,87,VEC,275
2024-05-12,56,87,VVV,-0.2
2024-05-12,56,87,WSD,3.2
2024-05-12,59,88,VVV,-0.7
2024-05-12,59,88,VEC,279
2024-05-12,59,88,UUU,3.3
2024-05-12,59,88,WSD,3.3
2024-05-12,59,88,REH,57
2024-05-12,59,88,RN1,0
2024-05-12,59,88,PTY,0
2024-05-12,59,88,T1H,19.1
2024-05-12,56,92,VVV,-0.1
2024-05-12,56,92,WSD,4
2024-05-12,56,92,PTY,0
2024-05-12,56,92,REH,57
2024-05-12,56,92,RN1,0
2024-05-12,56,92,T1H,18.4
2024-05-12,56,92,UUU,4
2024-05-12,56,92,VEC,273
2024-05-12,58,83,VEC,341
2024-05-12,58,83,UUU,1.1
2024-05-12,58,83,PTY,0
2024-05-12,58,83,T1H,21.9
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,47
2024-05-12,58,83,VVV,-3.1
2024-05-12,58,83,WSD,3.4
2024-05-12,63,89,UUU,1.5
2024-05-12,63,89,PTY,0
2024-05-12,63,89,REH,47
2024-05-12,63,89,RN1,0
2024-05-12,63,89,T1H,21
2024-05-12,63,89,VEC,304
2024-05-12,63,89,VVV,-0.9
2024-05-12,63,89,WSD,1.8
2024-05-12,60,91,PTY,0
2024-05-12,60,91,REH,31
2024-05-12,60,91,RN1,0
2024-05-12,60,91,T1H,20.8
2024-05-12,60,91,UUU,3.1
2024-05-12,60,91,VEC,263
2024-05-12,60,91,VVV,0.4
2024-05-12,60,91,WSD,3.1
2024-05-12,63,90,PTY,0
2024-05-12,63,90,T1H,21
2024-05-12,63,90,UUU,1.5
2024-05-12,63,90,VEC,304
2024-05-12,63,90,VVV,-0.9
2024-05-12,63,90,WSD,1.8
2024-05-12,63,90,REH,47
2024-05-12,63,90,RN1,0
2024-05-12,52,85,PTY,0
2024-05-12,52,85,REH,60
2024-05-12,52,85,RN1,0
2024-05-12,52,85,T1H,17
2024-05-12,52,85,VEC,306
2024-05-12,52,85,VVV,-1.2
2024-05-12,52,85,WSD,2.2
2024-05-12,52,85,UUU,1.8
2024-05-12,56,87,WSD,2.6
2024-05-12,56,87,VVV,-0.8
2024-05-12,56,87,VEC,291
2024-05-12,56,87,UUU,2.4
2024-05-12,56,87,T1H,17.9
2024-05-12,56,87,RN1,0
2024-05-12,56,87,REH,58
2024-05-12,56,87,PTY,0
2024-05-12,59,88,PTY,0
2024-05-12,59,88,REH,60
2024-05-12,59,88,RN1,0
2024-05-12,59,88,T1H,19.4
2024-05-12,59,88,UUU,3
2024-05-12,59,88,VEC,285
2024-05-12,59,88,WSD,3.1
2024-05-12,59,88,VVV,-0.7
2024-05-12,56,92,WSD,4.1
2024-05-12,56,92,VVV,-0.1
2024-05-12,56,92,VEC,273
2024-05-12,56,92,UUU,4.1
2024-05-12,56,92,T1H,18.2
2024-05-12,56,92,RN1,0
2024-05-12,56,92,REH,54
2024-05-12,56,92,PTY,0
2024-05-12,58,83,REH,46
2024-05-12,58,83,PTY,0
2024-05-12,58,83,T1H,21
2024-05-12,58,83,UUU,1.8
2024-05-12,58,83,VEC,329
2024-05-12,58,83,RN1,0
2024-05-12,58,83,WSD,3.5
2024-05-12,58,83,VVV,-2.9
2024-05-12,63,90,WSD,1.8
2024-05-12,63,90,VVV,-1.1
2024-05-12,63,90,VEC,313
2024-05-12,63,90,UUU,1.3
2024-05-12,63,90,T1H,21.2
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,45
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,2.6
2024-05-12,60,91,VVV,0.7
2024-05-12,60,91,UUU,2.5
2024-05-12,60,91,T1H,20.8
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,36
2024-05-12,60,91,PTY,0
2024-05-12,60,91,VEC,254
2024-05-12,63,89,WSD,1.8
2024-05-12,63,89,VVV,-1.1
2024-05-12,63,89,VEC,313
2024-05-12,63,89,UUU,1.3
2024-05-12,63,89,T1H,21.2
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,45
2024-05-12,63,89,PTY,0
2024-05-12,63,89,VEC,307
2024-05-12,56,92,PTY,0
2024-05-12,58,83,WSD,3.2
2024-05-12,58,83,VVV,-3
2024-05-12,58,83,VEC,347
2024-05-12,58,83,UUU,0.7
2024-05-12,58,83,T1H,21.5
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,45
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2
2024-05-12,63,90,VVV,-1.1
2024-05-12,63,90,VEC,307
2024-05-12,63,90,UUU,1.6
2024-05-12,63,90,T1H,20.7
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,48
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,2.7
2024-05-12,60,91,VVV,0.6
2024-05-12,60,91,VEC,257
2024-05-12,60,91,UUU,2.6
2024-05-12,60,91,T1H,20.4
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,37
2024-05-12,60,91,PTY,0
2024-05-12,63,89,WSD,2
2024-05-12,63,89,T1H,20.7
2024-05-12,63,89,VVV,-1.1
2024-05-12,56,92,REH,59
2024-05-12,56,92,RN1,0
2024-05-12,56,92,T1H,18
2024-05-12,52,85,WSD,2.4
2024-05-12,52,85,VVV,-1.7
2024-05-12,52,85,VEC,318
2024-05-12,52,85,UUU,1.6
2024-05-12,52,85,T1H,16.3
2024-05-12,52,85,RN1,0
2024-05-12,52,85,REH,63
2024-05-12,52,85,PTY,0
2024-05-12,56,87,WSD,2.6
2024-05-12,56,87,VVV,-0.2
2024-05-12,56,87,VEC,277
2024-05-12,56,87,UUU,2.6
2024-05-12,56,87,T1H,18.3
2024-05-12,56,87,RN1,0
2024-05-12,56,87,REH,55
2024-05-12,56,92,UUU,3.3
2024-05-12,56,92,VEC,288
2024-05-12,56,92,VVV,-1
2024-05-12,56,92,WSD,3.5
2024-05-12,59,88,PTY,0
2024-05-12,59,88,REH,65
2024-05-12,59,88,RN1,0
2024-05-12,59,88,T1H,19.1
2024-05-12,59,88,UUU,3.2
2024-05-12,59,88,VEC,270
2024-05-12,59,88,VVV,0
2024-05-12,59,88,WSD,3.2
2024-05-12,56,87,PTY,0
2024-05-12,63,89,UUU,1.6
2024-05-12,63,89,PTY,0
2024-05-12,63,89,REH,48
2024-05-12,63,89,RN1,0
2024-05-12,63,90,UUU,1.9
2024-05-12,58,83,VEC,326
2024-05-12,58,83,UUU,2.3
2024-05-12,58,83,T1H,20.8
2024-05-12,58,83,RN1,0
2024-05-12,58,83,REH,41
2024-05-12,58,83,PTY,0
2024-05-12,63,90,WSD,2.5
2024-05-12,63,90,VVV,-1.6
2024-05-12,63,90,VEC,312
2024-05-12,63,90,T1H,21
2024-05-12,63,90,RN1,0
2024-05-12,63,90,REH,50
2024-05-12,63,90,PTY,0
2024-05-12,60,91,WSD,2.7
2024-05-12,60,91,VVV,0.3
2024-05-12,60,91,VEC,264
2024-05-12,60,91,UUU,2.7
2024-05-12,60,91,T1H,20.1
2024-05-12,60,91,RN1,0
2024-05-12,60,91,REH,41
2024-05-12,60,91,PTY,0
2024-05-12,63,89,WSD,2.5
2024-05-12,63,89,VVV,-1.6
2024-05-12,63,89,VEC,312
2024-05-12,63,89,UUU,1.9
2024-05-12,63,89,T1H,21
2024-05-12,63,89,RN1,0
2024-05-12,63,89,REH,50
2024-05-12,63,89,PTY,0
2024-05-12,52,85,PTY,0
2024-05-12,58,83,VVV,-3.3
2024-05-12,58,83,WSD,4.1
2024-05-12,56,92,PTY,0
2024-05-12,56,87,WSD,2.5
2024-05-12,56,87,VVV,-0.7
2024-05-12,56,87,VEC,288
2024-05-12,56,87,UUU,2.4
2024-05-12,56,87,T1H,17.9
2024-05-12,56,87,RN1,0
2024-05-12,56,87,REH,54
2024-05-12,56,87,PTY,0
2024-05-12,52,85,WSD,3
2024-05-12,52,85,VVV,-0.9
2024-05-12,52,85,VEC,290
2024-05-12,52,85,UUU,2.8
2024-05-12,52,85,T1H,16.6
2024-05-12,52,85,RN1,0
